"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Ethnicity","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","age","vac_hes","child","news_opposite","new_ethnicity","new_region","origin_binomial","new_back_normal","new_finance_plan"
"867",881,2,2,2,2,2,2,1,2,1,2,1,2,2,4,5,5,1,2,5,4,1,8,68,2,3,2,1,3,2,2,1,2,3,2,1,1,3,1,1,1,85,1,1,5,3,13,1,1,10,5,1,5,2,3,83,1.85714285714286,1.66666666666667,4.66666666666667,2.6,2.16666666666667,1.5,"Female","pg","natural",29,1,"no",4,"white","south",1,"more12months",0
"868",882,1,1,1,2,1,2,1,2,2,2,4,3,4,2,2,3,3,3,2,5,3,1,25,1,3,1,1,3,1,1,2,2,3,4,3,4,3,1,2,2,90,1,3,4,3,15,2,1,12,5,1,5,2,2,90,1.28571428571429,2.83333333333333,2.33333333333333,3.2,1.66666666666667,2.83333333333333,"Male","pg","not_sure",31,1,"no",4,"white","south",0,"6to12months",1
"869",883,1,1,1,1,1,1,1,5,5,5,1,5,5,1,1,1,6,6,6,2,6,1,70,2,3,1,2,4,1,3,3,3,4,4,4,3,4,4,3,2,100,1,3,5,4,22,2,1,12,5,1,4,2,2,20,1,4.33333333333333,1,5.2,2.33333333333333,3.66666666666667,"Male","pg","not_sure",38,1,"no",3,"other","south",0,"more12months",1
"870",884,2,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,4,4,5,3,6,5,80,2,3,2,1,2,2,1,2,3,3,3,3,3,4,1,4,2,76,1,1,5,2,36,2,1,3,5,1,5,1,3,90,1.14285714285714,4,2,4.4,1.83333333333333,3,"Male","pg","natural",52,1,"yes",5,"white","non_England",1,"more12months",5
"871",885,1,1,1,1,1,1,1,4,4,3,3,3,4,2,3,2,4,4,4,4,4,4,100,2,2,2,2,1,1,1,2,3,4,2,3,2,4,1,2,1,50,1,1,4,4,29,2,1,3,5,1,5,1,3,65,1,3.5,2.33333333333333,4,1.5,2.33333333333333,"Male","pg","natural",45,1,"yes",3,"white","non_England",1,"6to12months",4
"872",886,1,1,1,1,1,1,1,4,3,4,3,4,4,2,4,2,5,5,4,4,4,2,55,2,2,2,1,2,2,1,3,2,4,4,3,3,4,1,3,3,50,3,3,3,4,22,1,1,11,5,1,3,1,3,93,1,3.66666666666667,2.66666666666667,4.4,1.66666666666667,3,"Female","pg","not_sure",38,0,"yes",3,"other","south",0,"less6months",2
"873",887,1,1,1,1,1,1,1,1,1,1,5,4,5,5,2,2,2,4,5,5,3,1,60,2,4,1,2,4,1,1,4,4,3,4,3,2,4,1,3,2,75,1,2,5,6,32,2,1,12,3,9,2,1,3,90,1,2.83333333333333,3,3.8,2.16666666666667,2.83333333333333,"Male","below_ug","artificial",48,1,"yes",1,"other","south",0,"more12months",1
"874",888,1,1,1,1,2,1,1,4,4,4,1,4,4,2,3,1,3,3,4,5,3,2,100,1,2,1,4,1,1,1,1,2,3,4,3,4,3,1,4,1,10,1,1,3,2,28,1,1,10,4,1,5,1,3,67,1.14285714285714,3.5,2,3.6,1.66666666666667,3.16666666666667,"Female","ug","natural",44,1,"yes",5,"white","south",1,"less6months",2
"875",889,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,6,4,6,5,5,2,100,2,4,2,1,1,2,1,4,4,3,4,4,4,4,1,4,1,50.5278048780488,3,1,5,4,47,1,1,8,3,1,5,1,3,80,1,3,1,5.2,1.83333333333333,3.5,"Female","below_ug","natural",63,0,"yes",3,"white","midlands",1,"more12months",2
"876",890,1,1,1,1,1,1,1,2,5,2,2,4,4,1,2,1,5,5,5,6,5,6,90,1,2,2,2,3,1,1,3,3,3,3,3,3,4,1,3,1,60,1,1,0,2,45,2,1,10,3,1,5,1,3,80,1,3.16666666666667,1.33333333333333,5.2,1.83333333333333,2.83333333333333,"Male","below_ug","natural",61,1,"yes",5,"white","south",1,"other",6
"877",891,4,4,4,4,2,1,4,5,4,4,4,5,5,4,4,1,5,3,3,6,4,7,81,1,3,3,4,2,4,1,4,3,4,4,3,4,4,1,3,3,62,3,2,3,3,40,2,1,12,5,1,5,2,3,51,3.28571428571429,4.5,3,4.2,2.83333333333333,3.16666666666667,"Male","pg","artificial",56,0,"no",4,"white","south",0,"less6months",7
"878",892,2,1,2,2,1,1,2,5,4,5,3,4,4,4,4,3,4,5,3,4,4,5,80,1,2,2,2,2,2,2,1,3,3,4,1,1,4,1,3,2,50,1,1,5,3,46,1,1,8,4,1,5,2,3,50,1.57142857142857,4.16666666666667,3.66666666666667,4,2,2.33333333333333,"Female","ug","natural",62,1,"no",4,"white","midlands",1,"more12months",5
"879",893,1,1,1,1,1,1,1,5,4,5,4,4,5,2,2,2,3,5,4,5,4,6,95,2,2,1,1,3,1,1,3,3,3,1,4,1,2,1,3,1,50,1,1,5,4,40,2,1,11,5,1,5,1,3,100,1,4.5,2,4.2,1.5,2,"Male","pg","natural",56,1,"yes",3,"white","south",1,"more12months",6
"880",894,2,2,2,1,1,4,1,4,4,5,2,5,5,2,4,1,3,2,3,5,3,3,25,2,4,3,4,2,2,1,1,3,3,1,1,1,1,1,1,4,50,1,2,5,3,40,2,1,10,5,1,5,1,3,50,1.85714285714286,4.16666666666667,2.33333333333333,3.2,2.66666666666667,1,"Male","pg","artificial",56,1,"yes",4,"white","south",0,"more12months",3
"881",895,1,2,2,1,1,1,2,4,5,5,3,5,4,1,1,1,6,6,6,6,6,8,74.8669131238447,2,3,1,1,1,1,2,3,4,5,1,1,1,1,1,1,1,50,3,1,0,3,43,2,1,3,5,0,4,1,3,100,1.42857142857143,4.33333333333333,1,6,1.5,1,"Male","pg","natural",59,0,"yes",4,"other","non_England",1,"other",0
"882",896,1,2,2,1,1,2,2,4,4,5,4,4,5,4,4,2,5,6,2,2,6,2,100,2,3,2,3,1,2,1,3,3,3,1,1,1,4,3,1,3,50,1,2,4,3,48,2,1,11,3,9,2,1,3,60,1.57142857142857,4.33333333333333,3.33333333333333,4.2,2,1.83333333333333,"Male","below_ug","artificial",64,1,"yes",4,"other","south",0,"6to12months",2
"883",897,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,1,6,2,1,5,4,1,70,2,4,2,3,1,2,2,2,2,5,4,2,4,1,1,4,1,50,2,3,5,1,16,2,88,12,5,11,5,2,2,35,2.14285714285714,5,3.66666666666667,3.6,2.33333333333333,2.66666666666667,"Male","pg","not_sure",32,0,"no",6,"white","south",0,"more12months",1
"884",898,2,2,2,2,2,1,2,4,3,2,2,3,4,3,2,1,4,3,4,4,4,2,50,2,2,2,1,1,1,1,3,3,3,4,2,2,3,2,3,2,35,1,1,5,3,43,1,1,7,4,4,2,1,3,75,1.85714285714286,3,2,3.8,1.33333333333333,2.66666666666667,"Female","ug","natural",59,1,"yes",4,"other","midlands",1,"more12months",2
"885",899,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,4,3,1,6,3,2,3,95,2,2,1,2,3,1,2,2,3,3,4,4,3,4,2,3,1,30,1,1,5,3,47,2,1,10,3,1,6,1,1,75,1,3,2,3,1.83333333333333,3.33333333333333,"Male","below_ug","natural",63,1,"yes",4,"other","south",1,"more12months",3
"886",900,2,2,2,2,1,1,1,1,2,1,2,2,4,1,2,2,3,5,2,3,3,3,18,2,2,2,3,1,2,1,2,2,4,4,4,3,2,3,3,2,15,3,2,0,5,35,2,1,10,4,1,2,1,3,25,1.57142857142857,2,1.66666666666667,3.2,1.83333333333333,3.16666666666667,"Male","ug","artificial",51,0,"yes",2,"other","south",0,"other",3
"887",901,2,1,1,2,1,2,2,5,4,4,5,4,4,1,2,1,5,5,5,5,5,4,86,2,2,2,1,2,1,1,2,3,3,3,3,4,4,1,3,2,50.5278048780488,1,1,5,4,31,1,1,3,5,1,5,1,3,82,1.57142857142857,4.33333333333333,1.33333333333333,5,1.5,3,"Female","pg","natural",47,1,"yes",3,"white","non_England",1,"more12months",4
"888",902,4,4,4,4,3,4,4,5,3,2,1,2,2,4,5,5,3,2,1,3,2,2,79,1,3,4,1,4,4,3,1,2,3,1,1,1,3,1,1,2,65,1,1,0,3,21,1,1,12,4,1,5,1,3,71,3.85714285714286,2.5,4.66666666666667,2.2,3.16666666666667,1.33333333333333,"Female","ug","natural",37,1,"yes",4,"white","south",1,"other",2
"889",903,1,1,1,1,1,1,1,5,5,5,4,4,5,2,3,2,5,4,4,4,5,5,85,2,3,2,2,2,2,2,1,3,4,3,2,3,4,1,4,2,30,1,1,4,4,33,2,1,10,5,7,5,2,1,85,1,4.66666666666667,2.33333333333333,4.4,2.16666666666667,2.83333333333333,"Male","pg","natural",49,1,"no",3,"white","south",1,"6to12months",5
"890",904,2,2,2,2,2,2,2,3,2,2,3,3,4,4,4,3,5,4,3,5,5,5,64,2,3,4,3,4,3,3,2,3,4,4,4,3,4,2,4,3,81,3,2,5,4,43,1,1,5,4,9,2,1,3,53,2,2.83333333333333,3.66666666666667,4.4,3.33333333333333,3.5,"Female","ug","artificial",59,0,"yes",3,"other","north",0,"more12months",5
"891",905,2,1,2,2,1,1,2,5,5,5,5,5,5,2,1,1,5,6,6,6,6,7,100,2,4,2,1,3,2,2,1,3,4,3,4,2,4,1,4,4,80,1,1,0,1,40,1,1,12,4,1,3,2,1,75,1.57142857142857,5,1.33333333333333,5.8,2.33333333333333,3,"Female","ug","natural",56,1,"no",6,"other","south",1,"other",7
"892",906,1,1,1,1,1,1,1,5,5,4,4,2,5,3,4,2,3,3,3,5,2,4,74.8669131238447,1,3,2,4,3,1,1,1,1,3,1,1,1,4,1,1,1,25,1,1,0,3,26,1,1,11,3,1,5,2,1,25,1,4.16666666666667,3,3.2,2.33333333333333,1.5,"Female","below_ug","natural",42,1,"no",4,"white","south",1,"other",4
"893",907,1,1,1,1,1,1,1,5,5,5,4,5,5,2,4,2,6,6,5,6,6,6,90,1,1,1,1,1,1,1,1,4,3,1,3,1,4,1,1,1,100,1,1,4,4,41,2,1,11,4,1,5,2,3,100,1,4.83333333333333,2.66666666666667,5.8,1,1.83333333333333,"Male","ug","natural",57,1,"no",3,"white","south",1,"6to12months",6
"894",908,2,3,2,1,1,2,2,5,4,5,1,5,5,4,2,2,5,6,3,4,4,1,74.8669131238447,2,4,2,1,4,1,1,4,2,4,4,3,4,4,1,4,1,17,1,3,3,5,62,1,1,8,3,1,5,1,3,70,1.85714285714286,4.16666666666667,2.66666666666667,4.4,2.16666666666667,3.33333333333333,"Female","below_ug","not_sure",78,1,"yes",2,"white","midlands",0,"less6months",1
"895",909,1,1,1,1,1,2,1,2,3,4,3,2,4,1,4,3,4,5,3,4,2,3,61,2,2,1,1,1,1,2,1,3,4,1,1,1,3,1,2,1,30,1,2,4,5,5,2,1,4,3,1,5,1,3,30,1.14285714285714,3,2.66666666666667,3.6,1.33333333333333,1.5,"Male","below_ug","artificial",21,1,"yes",2,"white","north",0,"6to12months",3
"896",910,1,1,1,2,1,2,1,2,2,1,2,4,3,2,2,3,3,2,5,5,3,5,100,2,3,1,2,4,1,1,3,2,5,3,3,2,1,1,2,1,10,1,1,5,3,21,2,1,11,4,1,5,1,3,10,1.28571428571429,2.33333333333333,2.33333333333333,3.6,2,2,"Male","ug","natural",37,1,"yes",4,"white","south",1,"more12months",5
"897",911,1,1,1,1,1,1,1,1,2,1,3,4,1,1,1,1,6,6,6,6,6,2,75,1,2,1,1,1,1,1,2,3,3,3,1,1,1,1,1,1,50,1,1,4,5,33,2,1,5,4,1,5,2,1,90,1,2,1,6,1.16666666666667,1.33333333333333,"Male","ug","natural",49,1,"no",2,"white","north",1,"6to12months",2
"898",912,2,3,3,2,2,3,2,1,1,1,1,1,4,5,5,5,4,2,2,2,4,2,50,1,3,3,4,2,3,3,2,3,4,4,4,4,4,1,4,1,50.5278048780488,1,3,4,3,34,2,1,10,5,1,5,1,3,39,2.42857142857143,1.5,5,2.8,3,3.5,"Male","pg","not_sure",50,1,"yes",4,"white","south",0,"6to12months",2
"899",913,4,3,4,4,4,4,2,5,2,5,3,4,4,4,5,4,3,3,2,3,2,6,100,1,2,2,4,1,3,2,3,2,3,4,4,3,4,1,4,1,80,1,2,4,3,30,1,3,4,3,1,5,2,1,80,3.57142857142857,3.83333333333333,4.33333333333333,2.6,2.33333333333333,3.33333333333333,"Female","below_ug","artificial",46,1,"no",4,"white","north",0,"6to12months",6
"900",914,3,2,2,4,2,2,2,4,2,4,4,4,5,4,4,2,3,4,2,3,2,4,75,2,3,2,1,2,2,2,2,2,3,2,1,1,4,1,2,1,50,1,1,5,3,6,1,1,10,4,1,5,2,3,30,2.42857142857143,3.83333333333333,3.33333333333333,2.8,2,1.83333333333333,"Female","ug","natural",22,1,"no",4,"white","south",1,"more12months",4
"901",915,1,1,1,2,1,1,1,2,2,2,2,4,2,1,2,1,5,4,5,6,4,2,100,2,2,2,1,1,1,1,2,3,3,4,3,1,3,1,2,2,20,1,1,5,3,55,1,1,12,4,1,5,1,3,100,1.14285714285714,2.33333333333333,1.33333333333333,4.8,1.33333333333333,2.33333333333333,"Female","ug","natural",71,1,"yes",4,"white","south",1,"more12months",2
"902",916,1,1,1,1,1,1,1,2,3,2,3,4,4,1,2,2,5,6,6,5,5,3,75,2,2,1,1,2,1,1,2,3,3,4,3,3,4,1,4,1,52,1,1,5,3,43,2,1,12,3,1,5,1,3,74,1,3,1.66666666666667,5.4,1.33333333333333,3.16666666666667,"Male","below_ug","natural",59,1,"yes",4,"white","south",1,"more12months",3
"903",917,1,1,1,1,1,1,1,4,2,2,2,1,4,4,3,2,5,4,4,4,4,6,71,2,3,2,3,4,3,2,4,2,4,2,2,1,2,1,2,1,60,1,2,5,4,47,2,1,10,3,1,5,1,3,70,1,2.5,3,4.2,2.83333333333333,1.66666666666667,"Male","below_ug","artificial",63,1,"yes",3,"white","south",0,"more12months",6
"904",918,3,3,4,2,1,3,2,4,4,2,1,5,4,2,3,3,4,5,2,5,3,4,15,2,4,3,4,4,4,4,3,2,4,4,3,4,2,1,3,1,85,1,3,5,5,8,1,1,12,5,18,5,2,2,41,2.57142857142857,3.33333333333333,2.66666666666667,3.8,3.83333333333333,2.83333333333333,"Female","pg","not_sure",24,1,"no",2,"white","south",0,"more12months",4
"905",919,1,1,1,1,1,2,1,5,4,4,3,4,4,2,3,4,3,5,4,4,4,5,66,2,2,2,2,1,1,1,3,3,3,1,1,3,4,1,2,2,33,1,1,5,3,43,2,1,6,5,1,5,1,3,80,1.14285714285714,4,3,4,1.5,2,"Male","pg","natural",59,1,"yes",4,"white","north",1,"more12months",5
"906",920,1,1,1,1,1,2,1,4,2,2,2,3,4,2,3,2,5,4,4,5,5,3,88,2,4,2,2,2,2,2,2,2,4,4,4,3,3,1,4,1,76,1,2,4,4,45,2,1,12,4,9,2,1,3,91,1.14285714285714,2.83333333333333,2.33333333333333,4.6,2.33333333333333,3.16666666666667,"Male","ug","artificial",61,1,"yes",3,"other","south",0,"6to12months",3
"907",921,2,1,2,2,1,2,1,4,4,4,3,4,5,2,4,2,4,4,4,4,3,5,75,2,4,1,1,3,2,2,3,4,4,1,1,1,3,1,1,1,65,3,1,5,5,11,1,1,9,5,1,3,2,3,60,1.57142857142857,4,2.66666666666667,3.8,2.16666666666667,1.33333333333333,"Female","pg","natural",27,0,"no",2,"other","south",1,"more12months",5
"908",922,2,2,2,2,2,2,1,4,4,4,3,4,4,4,4,4,5,5,5,5,3,4,100,2,2,1,2,2,1,2,3,2,4,3,2,1,4,1,3,2,50.5278048780488,1,2,5,4,24,1,1,4,4,1,5,1,3,85,1.85714285714286,3.83333333333333,4,4.6,1.66666666666667,2.33333333333333,"Female","ug","artificial",40,1,"yes",3,"white","north",0,"more12months",4
"909",923,1,1,1,1,1,1,1,2,1,1,2,4,4,1,5,1,5,5,2,2,4,8,85,2,2,1,2,2,1,1,4,4,3,1,1,1,1,1,1,1,19,1,3,4,4,55,2,1,5,4,1,5,1,3,80,1,2.33333333333333,2.33333333333333,3.6,1.5,1,"Male","ug","not_sure",71,1,"yes",3,"white","north",0,"6to12months",0
"910",924,3,3,4,2,1,3,2,4,4,4,2,4,5,4,5,3,5,4,3,4,3,3,80,2,3,3,3,4,4,4,1,2,4,4,4,3,4,2,4,2,75,1,2,5,4,13,1,1,4,3,1,5,1,3,90,2.57142857142857,3.83333333333333,4,3.8,3.5,3.5,"Female","below_ug","artificial",29,1,"yes",3,"white","north",0,"more12months",3
"911",925,2,1,2,2,1,1,2,4,2,4,4,4,5,1,3,3,5,5,5,5,5,7,85,2,2,2,1,2,2,1,1,4,4,3,4,1,4,1,2,1,20,1,3,4,3,41,2,1,3,5,9,4,1,3,87,1.57142857142857,3.83333333333333,2.33333333333333,5,1.66666666666667,2.5,"Male","pg","not_sure",57,1,"yes",4,"other","non_England",0,"6to12months",7
"912",926,3,1,1,2,2,2,2,5,3,4,1,5,5,4,3,2,2,2,1,6,2,7,70,2,3,2,1,3,2,3,1,2,4,4,4,4,4,1,4,1,80,1,1,0,5,46,1,1,10,5,9,2,2,1,65,1.85714285714286,3.83333333333333,3,2.6,2.33333333333333,3.5,"Female","pg","natural",62,1,"no",2,"other","south",1,"other",7
"913",927,2,2,2,2,1,1,2,5,4,5,3,3,5,4,5,1,5,6,3,5,6,7,73,2,3,2,2,2,2,2,1,3,3,2,2,2,2,1,3,2,95,1,1,4,2,33,2,1,12,5,1,2,2,3,75,1.71428571428571,4.16666666666667,3.33333333333333,5,2.16666666666667,2,"Male","pg","natural",49,1,"no",5,"other","south",1,"6to12months",7
"914",928,2,1,2,2,3,2,1,4,4,2,3,4,5,4,4,5,4,5,3,4,4,5,80,2,3,2,2,2,2,1,2,3,4,2,1,1,3,1,2,1,25,1,1,4,4,22,2,1,10,4,1,5,2,1,90,1.85714285714286,3.66666666666667,4.33333333333333,4,2,1.66666666666667,"Male","ug","natural",38,1,"no",3,"white","south",1,"6to12months",5
"915",929,2,2,3,2,2,4,2,4,2,4,4,4,4,4,4,4,2,3,1,2,3,8,50,2,4,3,1,4,3,3,1,4,4,3,1,2,4,1,3,1,74,1,3,5,3,6,1,1,3,3,1,0,2,3,84,2.42857142857143,3.66666666666667,4,2.2,3,2.33333333333333,"Female","below_ug","not_sure",22,1,"no",4,"other","non_England",0,"more12months",0
"916",931,1,1,1,1,1,2,1,4,4,4,2,4,4,4,5,4,3,3,2,4,3,3,30,1,2,2,1,1,1,2,1,3,3,1,1,1,2,1,2,2,20,1,2,5,4,17,2,1,12,5,4,0,2,1,80,1.14285714285714,3.66666666666667,4.33333333333333,3,1.5,1.33333333333333,"Male","pg","artificial",33,1,"no",3,"other","south",0,"more12months",3
"917",932,2,2,2,2,2,2,1,4,4,4,4,4,4,2,2,2,5,5,5,5,5,3,85,2,4,3,3,3,2,2,2,3,3,3,3,2,4,1,3,2,50,1,1,4,4,27,1,1,12,4,1,5,2,2,80,1.85714285714286,4,2,5,2.83333333333333,2.66666666666667,"Female","ug","natural",43,1,"no",3,"white","south",1,"6to12months",3
"918",933,1,1,1,1,1,3,1,2,3,2,4,4,4,4,4,4,4,6,3,5,5,4,92,2,3,2,1,1,2,1,3,3,3,4,4,4,4,1,4,2,52,1,1,5,4,43,1,1,10,4,1,5,1,3,72,1.28571428571429,3.16666666666667,4,4.6,1.66666666666667,3.5,"Female","ug","natural",59,1,"yes",3,"white","south",1,"more12months",4
"919",934,1,1,1,2,1,1,1,5,5,5,5,5,5,2,1,1,5,5,5,6,5,7,75,1,3,2,3,3,1,1,3,4,3,3,2,2,4,1,3,3,9,1,1,5,3,29,1,1,12,5,1,5,1,3,86,1.14285714285714,5,1.33333333333333,5.2,2.16666666666667,2.5,"Female","pg","natural",45,1,"yes",4,"white","south",1,"more12months",7
"920",935,2,2,2,1,1,2,2,2,3,5,3,5,4,1,4,1,6,5,2,3,5,4,100,2,3,1,1,3,1,2,3,3,3,1,2,1,3,1,1,1,20,1,3,4,5,20,2,1,10,3,1,5,2,1,78,1.71428571428571,3.66666666666667,2,4.2,1.83333333333333,1.5,"Male","below_ug","not_sure",36,1,"no",2,"white","south",0,"6to12months",4
"921",936,2,1,1,1,1,2,2,5,5,4,5,5,5,1,4,1,4,3,2,3,3,4,77,2,4,1,1,3,3,2,2,2,4,4,3,3,3,1,3,1,9,3,1,4,4,3,1,1,9,3,1,5,2,3,90,1.42857142857143,4.83333333333333,2,3,2.33333333333333,2.83333333333333,"Female","below_ug","natural",19,0,"no",3,"white","south",1,"6to12months",4
"922",937,1,1,1,1,1,1,1,2,4,4,2,4,4,2,2,1,4,4,3,3,4,5,70,2,4,1,1,4,1,1,2,2,4,4,4,4,3,1,4,1,81,1,1,5,4,22,2,1,10,4,1,5,1,3,100,1,3.33333333333333,1.66666666666667,3.6,2,3.33333333333333,"Male","ug","natural",38,1,"yes",3,"white","south",1,"more12months",5
"923",938,1,1,1,1,1,1,1,5,2,5,4,2,4,3,2,2,5,5,4,3,5,6,95,2,2,2,1,2,1,1,2,3,3,4,4,2,4,1,4,1,50,1,1,5,4,47,2,1,12,5,1,5,1,2,100,1,3.66666666666667,2.33333333333333,4.4,1.5,3.16666666666667,"Male","pg","natural",63,1,"yes",3,"white","south",1,"more12months",6
"924",939,1,1,1,3,1,2,1,5,1,2,3,5,5,1,3,1,4,3,3,6,6,5,75,2,4,2,3,4,1,3,1,1,4,4,1,2,3,1,3,1,50,1,1,5,5,21,1,1,12,5,1,5,2,1,85,1.42857142857143,3.5,1.66666666666667,4.4,2.83333333333333,2.33333333333333,"Female","pg","natural",37,1,"no",2,"white","south",1,"more12months",5
"925",940,1,1,1,1,1,1,1,2,4,4,4,4,5,2,4,4,3,4,6,3,5,5,100,2,2,1,2,2,1,1,4,4,3,2,1,1,4,1,2,1,25,1,1,5,3,39,2,1,10,4,1,5,1,3,100,1,3.83333333333333,3.33333333333333,4.2,1.5,1.83333333333333,"Male","ug","natural",55,1,"yes",4,"white","south",1,"more12months",5
"926",941,2,1,2,1,2,2,1,4,4,4,3,4,4,3,4,3,4,3,3,4,3,5,90,2,3,1,1,4,2,3,2,3,5,2,1,1,2,1,1,1,33,1,1,5,3,15,1,1,11,4,1,5,1,3,75,1.57142857142857,3.83333333333333,3.33333333333333,3.4,2.33333333333333,1.33333333333333,"Female","ug","natural",31,1,"yes",4,"white","south",1,"more12months",5
"927",943,4,3,3,3,3,2,4,3,4,4,2,3,5,5,5,4,3,2,3,5,2,3,83,1,3,3,2,2,4,3,1,3,4,3,1,3,2,1,1,1,56,1,1,5,4,11,3,1,11,5,1,3,2,3,61,3.14285714285714,3.5,4.66666666666667,3,2.83333333333333,1.83333333333333,"Other","pg","natural",27,1,"no",3,"other","south",1,"more12months",3
"928",944,2,1,2,4,2,3,3,1,4,3,2,4,4,5,2,3,3,4,2,5,1,1,25,2,3,2,4,3,4,4,1,2,5,4,3,3,2,1,3,2,27,2,2,3,4,9,2,192,4,4,1,5,2,1,77,2.42857142857143,3,3.33333333333333,3,3.33333333333333,2.66666666666667,"Male","ug","artificial",25,0,"no",3,"white","north",0,"less6months",1
"929",945,1,1,1,1,1,2,1,1,5,1,5,5,5,1,1,1,6,5,6,5,5,7,100,2,2,3,3,1,1,1,4,4,4,4,4,4,4,1,4,3,28,1,3,0,4,51,1,1,10,4,0,5,1,3,49,1.14285714285714,3.66666666666667,1,5.4,1.83333333333333,3.5,"Female","ug","not_sure",67,1,"yes",3,"white","south",0,"other",7
"930",946,2,2,2,1,1,3,1,4,4,4,4,4,5,4,4,5,3,2,2,3,2,7,50,1,3,2,3,3,2,3,2,3,4,4,4,4,4,1,4,1,80,1,1,5,4,28,1,1,10,4,1,5,1,3,60,1.71428571428571,4.16666666666667,4.33333333333333,2.4,2.66666666666667,3.5,"Female","ug","natural",44,1,"yes",3,"white","south",1,"more12months",7
"931",947,2,2,2,2,2,2,2,5,4,4,4,4,4,4,5,2,3,4,3,5,3,5,80,2,4,4,2,3,3,3,3,3,4,4,4,4,4,1,4,2,40,1,1,4,4,28,2,1,10,4,1,5,1,3,95,2,4.16666666666667,3.66666666666667,3.6,3.16666666666667,3.5,"Male","ug","natural",44,1,"yes",3,"white","south",1,"6to12months",5
"932",948,2,1,1,1,1,2,1,4,2,4,4,5,4,2,1,2,5,6,4,4,5,8,90,2,2,1,1,2,1,2,1,3,3,2,3,3,3,1,2,1,10,1,1,4,3,46,1,1,9,4,1,5,1,3,100,1.28571428571429,3.83333333333333,1.66666666666667,4.8,1.5,2.33333333333333,"Female","ug","natural",62,1,"yes",4,"white","south",1,"6to12months",0
"933",949,1,1,1,1,1,1,1,4,5,4,5,2,4,3,4,5,5,5,3,4,5,6,95,2,2,1,2,2,1,1,2,3,3,1,2,1,4,3,2,1,75,1,1,4,3,9,1,1,12,5,1,5,2,3,75,1,4,4,4.4,1.5,2.16666666666667,"Female","pg","natural",25,1,"no",4,"white","south",1,"6to12months",6
"934",950,2,1,1,1,1,1,2,4,4,4,3,5,5,2,3,2,5,5,2,2,4,3,74.8669131238447,2,4,2,2,4,1,1,3,3,3,1,2,1,4,1,2,1,50.5278048780488,3,3,5,3,11,1,1,12,5,1,1,2,3,60,1.28571428571429,4.16666666666667,2.33333333333333,3.6,2.33333333333333,1.83333333333333,"Female","pg","not_sure",27,0,"no",4,"other","south",0,"more12months",3
"935",952,4,4,4,4,3,2,3,3,1,1,1,4,5,4,5,3,5,3,2,6,5,6,90,2,4,4,2,2,4,2,1,2,2,4,3,3,3,1,4,1,50,2,2,0,4,48,1,1,10,3,1,5,2,1,80,3.42857142857143,2.5,4,4.2,3,3,"Female","below_ug","artificial",64,0,"no",3,"white","south",0,"other",6
"936",953,1,1,1,1,1,2,1,4,1,4,4,5,3,1,4,1,3,3,3,5,6,5,80,2,1,1,1,1,2,1,4,3,4,4,3,4,1,1,4,1,10,1,1,4,3,39,2,1,10,3,1,5,1,3,97,1.14285714285714,3.5,2,4,1.16666666666667,2.83333333333333,"Male","below_ug","natural",55,1,"yes",4,"white","south",1,"6to12months",5
"937",954,3,2,2,3,2,1,2,4,4,3,3,4,4,4,4,2,3,3,2,3,2,4,75,2,3,4,2,3,3,3,1,2,5,4,1,3,4,1,3,1,71,1,3,0,3,45,2,1,12,3,1,5,1,3,49,2.14285714285714,3.66666666666667,3.33333333333333,2.6,3,2.66666666666667,"Male","below_ug","not_sure",61,1,"yes",4,"white","south",0,"other",4
"938",956,2,4,2,4,2,2,2,4,4,4,2,2,5,2,2,2,5,2,3,4,4,1,0,2,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,2,13,2,3,0,5,26,1,1,12,3,15,5,1,3,13,2.57142857142857,3.5,2,3.6,4,4,"Female","below_ug","not_sure",42,0,"yes",2,"white","south",0,"other",1
"939",957,1,1,2,2,2,1,2,2,4,1,2,4,5,4,4,1,4,4,4,4,5,5,70,2,4,3,3,3,2,1,2,3,3,2,2,3,2,1,2,1,50,1,2,5,3,39,1,1,12,4,1,5,2,1,30,1.57142857142857,3,3,4.2,2.66666666666667,2,"Female","ug","artificial",55,1,"no",4,"white","south",0,"more12months",5
